alpha,n_splits_used,n_splits_skipped,coverage_mean,coverage_std,singleton_rate_mean,singleton_rate_std,unsure_rate_mean,singleton_acc_mean,singleton_acc_std,avg_set_size_mean,avg_set_size_std,auc_mean,auc_std
0.05,50,0,0.9299999999999998,0.08862901353854914,0.7857142857142858,0.2470230923684369,0.2142857142857142,0.9408907419111501,0.07919821669248188,1.1657142857142857,0.2819176316238631,0.9533134920634921,0.07249476134359573
0.1,50,0,0.9299999999999998,0.08862901353854914,0.7857142857142858,0.2470230923684369,0.2142857142857142,0.9408907419111501,0.07919821669248188,1.1657142857142857,0.2819176316238631,0.9533134920634921,0.07249476134359573
0.2,50,0,0.8914285714285716,0.11714285714285716,0.8714285714285714,0.15971914124998499,0.12857142857142856,0.9357519147519148,0.08064713713472824,1.02,0.20406081526478967,0.9533134920634921,0.07249476134359573
