variant,alpha,auc_mean,auc_std,coverage_mean,coverage_std,decided_rate_mean,decided_rate_std,unsure_rate_mean,unsure_rate_std,acc_decided_mean,acc_decided_std
baseline_person,0.1,0.9500992063492063,0.09250370191334746,0.91,0.10356458652824545,0.7066666666666666,0.3077973830703297,0.29333333333333333,0.3077973830703297,0.8767161410018554,0.27803631400858275
hierarchical_person,0.1,0.9500992063492063,0.09250370191334746,0.9116666666666666,0.10434168969600204,0.705,0.3114454997583492,0.295,0.3114454997583492,0.8949810606060606,0.24950831947220703
