model,n_splits,coverage_mean,coverage_std,decided_rate_mean,decided_rate_std,unsure_rate_mean,unsure_rate_std,acc_decided_mean,acc_decided_std,prec_pd_decided_mean,prec_pd_decided_std,prec_ctrl_decided_mean,prec_ctrl_decided_std,auc_mean,auc_std
VA_only,50,0.9299999999999998,0.08862901353854914,0.7857142857142858,0.24702309236843692,0.21428571428571425,0.2470230923684369,0.94089074191115,0.07919821669248188,0.9912613981762918,0.033533805719781505,0.9097343699384516,0.11835670640419482,0.9533134920634921,0.07249476134359573
Vowels_pack,50,0.9485714285714285,0.07004371812646437,0.547142857142857,0.3786684511790854,0.45285714285714285,0.3786684511790854,0.8648466612752327,0.26121502967856775,0.9729323308270678,0.07148790570829902,0.8304563492063493,0.2913459086855529,0.9142324263038549,0.09838442129831464
